question_id,company_name,question,answer
K-Q145,기아,차량 구입 비용을 현금으로 결제하면 할인을 더 받을 수 있나요?,"차량 구입 비용 현금 결제 시 추가 할인은 없습니다.  신용카드가맹점은 신용카드로 거래한다는 이유로 신용카드 결제를 거절하거나 신용카드회원을 불리하게 대우할 수 없습니다. 현금으로 결제 시 할인 혜택은 신용카드회원에 대한 불리한 대우며, 현금 결제를 유도하거나 종용하는 행위는 여신전문금융업법 위반사항에 해당합니다.  * 여신전문금융업법 제19조(가맹점의 준수사항) ① 신용카드가맹점은 신용카드로 거래한다는 이유로 신용카드 결제를 거절하거나 신용카드회원을 불리하게 대우하지 못한다. [개정 2010.3.12] [시행일 2010.6.13]"
K-Q146,기아,자동요금징수 시스템(ETCS) 기능이 무엇인가요?,"자동요금징수 시스템(ETCS : Electronic Toll Collection System)이란 유료 도로를 편리하게 통행 할 수 있도록 하이패스 기능을 전자식 룸 미러에 통합하여 유료 도로 사용자의 편의성을 제공합니다. 13년 4월 10일부터 자동요금징수시스템(ETCS) 단말기는 차량 제작증 발급 시 자동 등록되므로 선불/후불카드를 룸미러 단말기에 장착하시면 바로 사용 가능합니다. (단, 일부 단말기는 수동등록 방식이 병행될 수 있으며, 자동등록 또한 고객이 사전동의가 있어야만 가능합니다.) 또한, 자동등록 단말기가 아닌 경우에는 단말기, 신분증, 자동차등록증을 지참하고 가까운 오토큐로 방문하시어 등록 후 선불/후불카드를 룸미러 단말기에 장착하면 사용가능 합니다.  * 명의변경 또는 중고차 구입이나 신품 단말기를 구매하신 경우 현재 고객님 정보를 등록해야 하므로 단말기, 신분증, 자동차등록증을 지참하시어 가까운 오토큐로 방문하시어 등록을 의뢰해 주셔야 합니다.  방문 전에는 등록가능여부 및 추가서류 확인을 위해 반드시 유선 상담 후 방문해주시기 바랍니다.  ETCS 수동등록 시 필요서류 및 등록절차 · 개인 자동요금징수 시스템(ETCS) 장착차량, 신분증, 차량등록증 사본(리스/렌탈의 경우 해당 계약서 사본 추가) 지참 > 서비스거점(오토큐/서비스센터) 방문 > 신청서 작성 후 등록 · 법인 자동등록 단말기 미 장착차량, 신분증, 차량등록증 사본(리스, 렌탈의 경우 해당 계약서 사본 추가)  > 사업자 등록증 사본 지참 > 서비스거점(오토큐/서비스센터) 방문 > 신청서 작성 후 등록"
K-Q147,기아,해약하는 경우 계약금을 돌려 받을 수 있나요?,"계약 후 차량 출고 전 해약은 고객님께서 계약하신 지점/대리점을 통해 진행 가능합니다. 차량매매계약서, 통장 계좌(본인 명의), 신분증을 제출해주셔야 하며, 추가적인 상담 및 필요서류 확인을 위해 번거로우시더라도, 방문 전 지점/대리점 운영과에 유선 상담 바랍니다.  자동차 매매계약 체결 후 해약을 하시는 경우, 계약금은 전액 반환하여 드립니다. 금액은 계약하신 고객님 본인 명의의 통장 계좌로 입금처리 되므로, 해약 신청 시 통장 사본을 제출해주셔야 합니다."
K-Q148,기아,액티브 에코 시스템과 에코 드라이브 시스템의 차이점은 무엇인가요?,"액티브 에코는 차량의 엔진, 변속기, 에어컨 제어를 통해 연비를 향상시키도록 도움을 주는 장치이며, 운전자가 액티브 에코 버튼을 누르면 계기판에 녹색 표시등(ECO)이 켜지며 경제운전 모드로 전환됩니다. 또한, 액티브 에코 작동 중 다음과 같은 상황이 발생될 경우 표시등은 변화가 없으나 작동이 제한될 수 있습니다.  미 작동 조건 ① 냉각수 온도가 낮을 때 ② 오르막 길을 주행할 때 ③ 스포츠 모드를 사용할 때  에코 드라이브 시스템은 주행 시 효율적인 연비로 운전할 수 있는 영역을 계기판에 표시하여 운전자에게 알려 줌으로써 주행 시 연비 향상에 도움이 될 수 있도록 표시합니다. 또한, 운전자의 주행조건에 따라 ECO 표시등의 색상이 변경됩니다. ECO 표시등의 색상 ① 녹색 : 연비 우수 ② 흰색 : 연비 다소 불리 또는 경제 운전 비작동 조건 ③ 적색 : 연비 불리"
K-Q149,기아,장애인 면세로 차량구입 시 제출서류는 무엇인가요?,"차량 출고 전 제출서류 · 일반장애인 : 신분증, 장애인 증명서(관할 주민센터 발급) 제출 · 국가유공상이자 : 신분증, 상이등급이 기재된 국가유공자 증서 제출  차량 출고 후 제출서류 · 일반장애인 : 장애인 증명서 사본, 자동차등록증 사본, 주민등록등본 원본  운전면허증 사본 (본인 또는 장애인과 생계를 함께 하는 자)  등록원부갑부 원본(공동명의 확인용) · 국가유공상이자 : 국가유공자증서 사본(상이등급 기재), 자동차등록증 사본, 주민등록등본 원본 운전면허증 사본 (본인 또는 장애인과 생계를 함께 하는 자) 등록원부갑부 원본(공동명의 확인용)  * 차량을 공동명의 및 할부로 구입하시면 추가 서류가 필요합니다.  자세한 사항은 영업직사원 통해 안내 받으실 수 있습니다."
K-Q150,기아,배기가스 후처리 장치(DPF) 기능이 무엇인가요?,배기가스 후처리 장치(DPF: Diesel Particulate Filter)는 대기 환경 보전을 위해 배출가스 규제를 강화함에 따른 디젤엔진의 배출가스에서 미세한 입자상물질(PM)을 정화하는 장치 입니다. DPF 장착 차량은 DPF 전용 오일로 교환 바랍니다. 차종 별 DPF 장착 여부는 직영 서비스센터로 문의하여 주시기 바랍니다.
K-Q151,기아,특장차량 중 냉온장탑차는 어떤 차량인가요?,"고객 필요에 따라 냉동·히팅을 위해 탑 내 온도를 자유롭게 조절 가능한 차량입니다. 냉동, 히팅이 각각 독립된 시스템으로 작동되는데, 냉동시스템은 냉매를 사용하며 히팅시스템은 엔진 열기를  이용하여 겨울철에도 성능저하 없이 히팅 가능합니다. (냉동기 이상 여부와 상관없이 히팅시스템 구동 가능)  유용하게 사용하실 수 있는 업종 · 냉동·냉장제품 운송업(축산물, 수산물, 채소, 야채, 유제품, 빙과류, 냉동식품 등) · 온장제품 운송업(의약품, 출장뷔페, 급식업체, 식자재, 프린터 잉크 등) · 겨울철에 도시락, 과일 등을 얼지 않게 배송해야 하는 고객 · 항상 일정 온도(약 15ºC)로 관리해야 하는 의약품을 배송하는 고객  · 한파에 깨질 위험이 있는 유리병 제품(술, 음료수) 등을 배송하는 고객"
K-Q152,기아,혼유사고 시 어떻게 대처해야 합니까?,"연료를 잘못 주입한 경우 불량연료를 사용하는 것과 마찬가지로 차량 부품에 손상을 줄 수 있습니다.  시동을 끈 상태에서 잘못 주유 / 주행을 하지 않은 경우 차량시동을 걸지 않았다면 엔진에 손상이 가지 않습니다. 잘못 주유된 연료를 빼고, 연료탱크를 깨끗하게 세척하며, 세척이 용이하지 않은 경우 연료탱크 전체 교체를 권장합니다.  시동을 건 상태에서 잘못 주유 / 주행을 한 경우 차량시동을 걸었을 경우 잘못된 연료가 연료라인 및 엔진내부로 유입되어 엔진손상이 될 수 있습니다. 잘못 주유된 연료를 빼고, 연료탱크 및 연료시스템, 엔진의 전반적인 점검이 필요합니다."
K-Q153,기아,차량 구입 시 차량대금을 입금할 수 있는 입금계좌가 따로 있나요?,"자동차 매매대금의 송금은 별도로 통지하는 기아(주) 계좌로만 가능합니다. 차량계약 후 계약자 본인의 가상계좌를 안내해드리고 있으며, 지정된 가상계좌는 계약하신 지점 또는 대리점에 문의하시면 확인 가능합니다. 차량계약금 및 차량대금은 계약자 본인의 가상계좌로 송금하여 주시고, 무통장 입금증을 잘 보관하여 주시기 바랍니다.  가상계좌란? · 다수의 고객과 거래하는 기업이 은행으로부터 가상계좌를 발급받아 고객에게 부여하고, 수납대금이 개별 가상계좌에 입금되면 은행에서 실시간(또는 지정된 시각)으로 기업의 모계좌에  자동으로 이체해주는 서비스입니다. "
K-Q154,기아,타이어 임시 수리 장치는 무엇인가요?,"타이어 임시 수리 장치는 못이나 날카로운 물체로 인한 트레드 부 펑크로 타이어 공기압이 충분하지 않은 경우 응급조치가 가능한 장치입니다. 그러나, 타이어 임시 수리 장치는 트레드 부에만 봉합이 가능하며, 심한 펑크 또는 측면부분의 펑크는 완전히 봉합되기 어려움에 따라 사용 시 심각한 사고를 유발할 수 있으니 이때는 가까운 오토큐를 이용하시기 바라며, 타이어 임시 수리 장치를 이용하여 수리한 경우에도 오토큐에서 점검 받으시기 바랍니다."
K-Q155,기아,차량 구입 시 납부하는 ‘의무보험료’는 무엇인가요?,"의무보험료는 차량이 출고된 후 임시운행기간 동안에만 유효한 보험입니다.  임시운행 기간 중 발생되는 교통사고 피해자의 피해배상 보장을 위한  자동차 손해배상 보장법 개정으로 임시운행 허가차량의 의무보험을 반드시 가입·납부하셔야 합니다.  보상책임기간은 출고일부터 임시운행 허가기간인 10일 동안이며, 의무보험은 1회 소멸성 보험으로 임시운행증을 반납하거나  다른 책임보험에 가입하시는 경우 자동으로 해지됩니다.  차량을 구입하신 경우 임시운행 허가기간 종료 이전에  1년 만기 책임보험 or 종합보험에 반드시 가입하셔야 합니다.  * 기타 의무보험과 관련한 사항은 현대해상화재보험 고객콜센터를 통해 상담받으실 수 있습니다. (현대해상화재보험 고객 콜센터 : 1588-5656) "
K-Q156,기아,타이어 위치 교환주기 및 방법을 알려주세요,"타이어 위치 교환은 주행조건 및 타이어의 상태에 따라 점검 후 위치교환이 필요합니다. 통상적인 시내주행인 경우 매10,000km 마다 점검 후 진행해 주시기 바랍니다. * 차량 운행이 가혹조건이면 교환주기가 빨라질 수 있습니다. 자세한 사항은 차량 사용설명서의 정기 점검을 참조하여 주시기 바랍니다."
K-Q157,기아,기아 리스에 대해 알고 싶습니다.,"자동차 리스는 리스사(캐피탈사)가 고객이 원하는 자동차를 대신 구매하여 일정계약을 맺고 개인에게 차량을 대여하는 서비스 입니다. 자동차의 명의와 소유는 리스사(캐피탈사)이며, 고객이 매월 대여료를 납부하고 대여하는 방식의 자동차 금융 상품 입니다.  고객의 다양한 Needs(차량/색상/옵션 등)에 맞는 맞춤형 차량 구성이 가능하며, 자동차 리스와 관련한 자세한 상담은 전국 기아차 영업점이나 현대캐피탈 고객센터(1588-5211)로 문의하시면 확인할 수 있습니다.  차량이 고장났을 경우 어떻게 해야 하나요? · 차량이 고장났을 경우, 고객님께서 직접 정비를 진행하셔야 합니다. 리스차량도 기아 보증기간이  동일하게 적용되며, 기아 정비 네트워크에서 수리 가능합니다.  월 납입금에 세금과 기타비용이 포함되어 있다고 하는데, 구체적으로 어떻게 되나요? · 차량 구매 후 납부하는 차량대금, 취·등록세, 자동차세, 공채비용 등이 월 납입금에 포함됩니다.  추가적으로 연 보험료도 월 납입금에 포함시켜 무이자로 분납할 수 있으며,  차량 운행 시 발생할 수 있는 범칙금 및 과태료도 대납 처리할 수 있습니다. (대납 후 별도 청구)  상품설명 · 각종 세금 및 서비스 이용대금을 포함하고도 할부보다 40% 저렵하게 이용 가능 "
K-Q158,기아,타이어 공기압 감지 시스템(TPMS) 기능은 무엇인가요?,"타이어 공기압 감지 시스템(TPMS : Tire Pressure Monitoring System)은 각 휠에 장착되어 있는 센서를 통해 일정기준 이하로 타이어의 공기압이 떨어지면 운전자에게 알려주는 장치입니다. 공기압이 현저하게 낮아진 타이어를 감지하였을 때 계기판에 저압 타이어 경고등이 점등됩니다. 적정 공기압으로 맞춰 놓아도 날씨가 추워지면 저압 타이어 경고등이 점등 될 수 있습니다. 이는 온도에 비례하여 공기압이 낮아지는 것이므로 TPMS 기능에 이상이 있는 것은 아닙니다.  경고등이 점등되면 즉시 속도를 낮추고, 급커브는 자체하시기 바라며, 오토큐 방문하시어 타이어의 상태를 점검한 후 추천 공기압에 맞도록 공기압을 조정하시기 바랍니다."
K-Q159,기아,경차 유류세 환급 제도는 어떤 내용인가요?,"정부에서 서민의 유류비 부담 완화를 위하여 경차 소유자의 유류세 일부를 환급해 주는 제도입니다.  ① 감면대상 · 배기량 1,000CC미만의 자동차를 소유한 자로서,  경차 소유자 및 주민등록표상 동거가족이 소유한 승용차 또는 승합차 각각의 합계가 1대인 경우 · 에너지 및 자원사업 특별회계법 시행령 제 3조 제 1항 제 10호의 2에 따른,  지원사업의 수혜대상자인 장애인 또는 국가유공자가 아닌 경우  ② 감면내용 · 휘발유·경유 250원/ℓ, LPG 160.82원/ℓ 할인  (유류세 환급 단가는 정부정책에 따라 변동 가능)  ③ 감면한도 : 최대 20만원  ④ 적용기한 : ’18.12.31 * 해당 제도는 자동차 관련 주요 정책·제도 변경에 따라 변동될 수 있습니다. (조세특례제한법) * 경차 유류세 환급제도는 2008년도에 한시적으로 도입하여 2년마다 갱신·운영되고 있는 제도이며,  정부 정책에 따라 운영 기간은 변동될 수 있습니다.  환급대상 ① 경형승용차 1대만 소유한 경우(모닝, 레이등) ② 경형승합차 1대만 소유한 경우 ③ 경형승용차와 경형승합차 각 1대씩만 소유한 경우 · 경형승용차, 경형승합차 각 1대씩 총 2대를 소유헸다면 모두 가능 ④ 경형승용차 1대와 화물차 1대 소유한 경우 ⑤ 경형승용차 1대를 공동명의로 소유한 경우(1인만) ⑥ 경형승용(승합)차 1대 소유자가 사업자인 경우  비 환급대상 ① 경형승용차 1대와 승용차 1대 소유한 경우 ② 경형승용(승합)차 1대만 소유하고 있으나 장애인 또는 국가유공자 유류비 지원 대상인 경우 ③ 경형승용차 1대와 개인택시(승용차) 1대 소유한 경우 ④ 경형승용(승합)차 1대였으나 세대 합가로 2차량이 된 경우 · 세대가 추후 분리된 경우 가능"
K-Q160,기아,공회전 제한 시스템(ISG) 기능이 무엇인가요?,"공회전 제한 시스템 (ISG : Idle Stop & Go)은 신호 대기 상황이거나 정차 중일 때 차의 엔진을 일시 정지하여 연비를 향상시키고, 배출가스 발생을 억제하는 시스템입니다.  공회전 제한 시스템 작동 조건 · 운전석 안전벨트가 채워진 상태 · 운전석 도어(엔진후드 포함)가 닫힌 상태 · 브레이크 부압이 적절할 때 · 배터리 충전상태 및 배터리 액의 온도가 적절할 때 · 바깥 온도가 -10℃~35℃일 때 · ECU 내 ISG 조건이 만족할 때 · 차량 속도가 8km/h를 넘었을 때 · 공조 조건이 만족되었을 때 등 · 키로 시동을 건 후 냉각수 온도가 30도 이상일 때 · 도로 경사로가 상향 12%, 하향 5% 이하로 완만할 때 · DPF(배출가스 후처리 장치) 비 재생구간일 때  공회전 제한 시스템 작동 조건이 충족되지 않을 경우 계기판 표시창에 ‘ISG’ 표시등(노란색)이 뜨고 공회전 제한 시스템 기능이 작동하지 않습니다.  ISG 표시등에 따른 상태 표시 ① ISG 표시등 녹색 : 브레이크 페달을 밟은 상태에서 차속이 ""0km/h“ 이 되면 엔진이 자동으로 정지되고, ISG 표시등(녹색)이 켜집니다. (엔진 자동정지) ② ISG 표시등 노란색 : 시스템 작동 조건이 충족되지 않을 경우, 클러스터 ISG 표시등(노란색) 이 뜨고, ISG기능이 작동하지 않습니다. (ISG 작동불가) ③ ISG 표시등 소등 : 엔진이 정지된 상태에서 브레이크 페달에서 발을 떼면 엔진이 재시동되며 ISG 표시등(녹색)이 꺼집니다. (엔진 재시동)"
K-Q161,기아,장기 렌터카를 구입하고 싶습니다. 어떻게 하면 되나요?,"전국의 기아 영업지점이나, 렌터카영업소를 통해 구입 상담이 가능합니다. 기아렌터카 영업소 판매 네트워크 바로가기 >"
K-Q162,기아,전자식 파킹 브레이크(EPB) 기능이 무엇인가요?,"전자 파킹 브레이크(EPB : Electronic Parking Brake)는 페달 또는 레버로 케이블을 당겨 파킹 브레이크를 작동시키는 대신 스위치 조작으로 모터 구동을 통해 파킹 브레이크를 작동함으로써 운전자 편의성 향상을 도모하는 시스템입니다.  전자식 파킹 브레이크 작동 방법 · 차량 정지 상태에서 전자식 파킹 브레이크 스위치를 당기면 전자 파킹 브레이크가 체결 · 전자식 파킹 브레이크가 정상적으로 체결되면 계기판에 브레이크 경고등 점등  전자식 파킹 브레이크 해제 방법 ① 수동해제 · 전자 파킹 브레이크(EPB)가 체결된 상태에서, 스위치를 당겨 해제할 수 있습니다. · 단, 아래의 모든 조건이 만족되는 경우에 해제가 가능합니다. (시동 버튼 「ON」 위치일 때, 브레이크 페달을 밟은 상태)  ② 자동해제 · 변속기가 「P」(주차)단에 위치하고 주차 브레이크가 체결되어 있는 경우, 엔진이 켜진 상태에서 브레이크 페달을 밟고 자동변속기 레버를 「P」(주차)단에서  「R」/「N」/「D」단으로 변속하면 전자 파킹 브레이크(EPB)가 자동으로 해제됩니다. · 또한, 아래의 모든 조건을 만족된 경우 가속 페달을 천천히 밟아 해제할 수 있습니다. (엔진이 켜져 있고 운전자 안전벨트를 착용한 상태, 운전석 도어/엔진 후드 및 트렁크가 닫힌 상태, 자동변속기 레버가 「R」/「D」 또는 수동모드에 있는 경우)"
K-Q163,기아,"차량(구입, 등록, 소유 시)에 부과되는 세금은 어떤 종류가 있나요?","구입 단계 : 개별소비세, 교육세, 부가가치세가 차량 가격에 포함되어 부과 등록 단계 : 취득세 부과 소유 단계 : 자동차세 연단위로 부과  * 그 외에 공채 매입과경유자동차에 부과되는 환경개선부담금이 있습니다. 자세한 내용은 기아홈페이지에서 확인하실 수 있습니다. 세금 바로가기 >"
K-Q164,기아,크루즈 컨트롤 기능은 어떻게 사용하나요?,"크루즈 컨트롤은 주행 중 악셀레이터 페달을 밟지 않아도 차량의 속도를 일정하게 유지 시켜주는 기능이며, 장거리 여행 시 운전자의 피로를 줄여주기 위한 편의장치입니다.  주행속도 설정 ① 크루즈 ‘CRUISE’ 버튼을 누르고 계기판에 크루즈 표시등(CRUISE)이 켜졌는지 확인한다. ② 원하는 속도까지 가속페달을 밟고(차량속도 30km/h이상, 180km/h이하), 원하는 속도에 도달 했을때  ‘SET-’ 스위치를 짧게 당겨 내린다. ③ 계기판에 크루즈 설정 표시등(SET)이 켜지면서 설정한 속도를 유지하게 되며, 가속페달에서 발을 뗀다  설정이 완료되면 가속페달을 밟지 않아도 설정한 속도를 유지한다.  크루즈 컨트롤 작동을 일시적으로 해제할 경우에는 브레이크 페달을 밟거나 또는 ‘CANCEL’ 버튼을 누르면 크루즈 설정 표시등(SET)이 꺼지면서 일시적으로 설정된 속도가 해제됩니다. 또한, 아래와 같은 상황에서는 자동으로 일시 해제 됩니다. · 수동모드에서 2단 이하로 변속할 경우 · 변속레버를 ‘N(중립)’ 으로 할 경우 · 주행 중 주차 브레이크를 사용할 경우 · 속도가 설정속도보다 20km/h 낮아진 경우 · 속도가 25km/h 이하로 낮아진 경우 · 200km/h이상으로 가속된 경우 · ESC가 작동할 경우  안전을 위해 반드시 사용설명서를 숙지한 후 사용하여 주시기 바랍니다."
K-Q165,기아,경차 구입 시 어떤 혜택을 받을 수 있나요?,"① 개소세 면제 및 취등록세 감면 · 4%(단, 취득세액이 50만원 이하인 경우에는 면제)  ② 저렴한 자동차세 · 모닝 998c 기준 자동차세 79,840원 + 지방교육세 23,952원  ③ 유류세 환급 · 매년 20만원 한도 내에서 리터 당 250원 환급 가능 (각종 카드사에서 발급 가능한 경차전용 카드 사용만 가능)  ④ 기타 · 이외에도 공영 주차장 50% 할인, 통행 요금 50% 할인 등 다양한 혜택을 누리실 수 있습니다."
K-Q166,기아,자동변속기의 레버 쪽에 표시된 + 및 - 는 무엇인가요?,"자동 변속기는 D 모드 옆에 스포츠모드인 +(up) 및 - (down) 가 있어 평상 시엔 자동변속기로 운행하다가 변속기 레버를 + 방향으로 한번 밀어줄때 마다 1속씩 상승되며, - 방향으로 한번 밀어줄 때 마다 1속씩 내려갑니다. 스포츠모드는 전진변속만 가능하며 후진 및 주차시에는 R(후진), P(주차)를 선택하십시오. 주행성능을 확보하기 위하여 차속에 따라 + 로 조작하여도 변속이 되지 않는 경우가 있으며, 또한 엔진의 과도한 회전을 방지하기 위하여 차속에 따라 - 측으로 조작하여도 변속이 되지 않는 경우가 있습니다."
K-Q167,기아,차량 구입 시 차량에 장착되는 타이어를 선택할 수 있나요?,"차량에 장착되는 타이어는 엄격한 품질조사를 통해 최상의 부품을 선정하여 공급하고 있습니다. 자동차부품은 품질향상 및 안정적 부품공급을 위해 복수업체를 사용하고 있으며, 따라서 차량에 장착되는 타이어는 제조사 별 임의 선택은 불가합니다."
K-Q168,기아,차종별 보증기간은 어떻게 적용되나요?,보증기간은 차량 및 출고일에 따라 적용기간이 상이하므로 출고 당시 지급 받으신 사용설명서 보증서를 확인하시면 정확하게 확인하실 수 있습니다. 차종별 자세한 보증기간은 기아멤버스 홈페이지에서 확인 하실 수 있습니다. 사용설명서
K-Q169,기아,차량 구입 시 세금계산서 발급 대상은 어떻게 되나요?,"부가가치세법에 의거 개인 및 사업자 구분과 차종에 따라 영수증 또는 세금계산서를 발급하게 되어있습니다. 당사에서는 개인인 경우 경차, 상용차, 버스, 카니발 차량에 한하여세금계산서를 발급하며 이외의 차종은 영수증을 발행하여 드립니다. 또한, 사업자인 경우에는 차종에 관계없이 세금계산서를 발행하여 드립니다. 세금계산서와 영수증은 차량 출하 시 발급되며, 재발급이 필요하신 경우 차량을 구입하신 판매점(지점, 대리점)을 통해 확인 가능하십니다."
K-Q170,기아,현재 판매되는 신형 차량의 옵션을 구형 차에 장착할 수 있나요?,"차를 생산할 때는 환경, 안전, 법규를 고려하여 최적의 상태로 생산하고 있습니다. 출고 이후 추가 장착하는 옵션은 해당 차량에 적합 여부가 검증되지 않아 차후 차량의  성능이나 기능을 저하시킬 수 있으며, 옵션의 최적 성능과 기능을 구현이 어렵습니다. 또한, 당사에서는 추가장착 및 개조작업이 불가능하오니 출고된 상태로 사용하시기를  권장합니다."
K-Q171,기아,자동차 구입 비용은 소득공제 및 현금영수증을 받을 수 있나요?,"부동산·자동차 등 등기·등록이 되는 재산의 구입비용은 현금영수증 제도 시행부터 근로자의 소득공제 대상에서 제외하고 있으며, 소득공제 제외 대상이 되는 지출의 경우에는 현금영수증 발급대상에서도 제외되고 있습니다. * 소득공제 제외항목 : 자동차, 부동산, 선박, 상호, 상표권 등  참고로 연말정산 및 세무상담에 관한 자세한 사항은 국세청 홈페이지 또는 대표상담전화 국번없이 126에서 안내 받으실 수 있습니다. 국세청"
K-Q172,기아,버튼시동 스마트 키 차량의 경우 중립 주차는 어떻게 합니까?,"버튼시동 스마트 키 차량의 경우 D/R/N 단 위치에서 시동을 끌 경우 ACC 상태가 되어  전원이 꺼지지 않고 스마트키로 도어를 잠글 수 없습니다. 다른 사람이 차량을 움직일 수 있도록 주차시켜 놓을 때는(중립 주차) 차량 사양에 따라 다음과 같이 사용해주시기 바랍니다.  변속레버 앞쪽에 「SHIFT LOCK RELEASE」버튼이 있는 차종 ① 주차 브레이크를 걸고, 브레이크 페달을 밟은 상태에서 「P」(주차) 위치에 두고 엔진을 끄십시오. 스마트키 장착 차량은 「P」(주차) 위치에서만 시동버튼을 「OFF」상태로 전환할 수 있습니다. ② 주차 브레이크를 푸십시오. ③ 브레이크 페달을 밟고 변속레버 앞쪽에 위치한 「SHIFT LOCK RELEASE」버튼을 누른 상태에서 변속 레버를 「N」(중립) 위치로 이동하십시오. 차량을 밀어서 움질일 수 있는 상태가 됩니다.  변속레버 앞쪽에 「SHIFT LOCK RELEASE」버튼이 없는 차종 (일부 차량의 경우 쉬프트락 해제 버튼 없음) ① 주차 브레이크를 걸고, 브레이크 페달을 밟은 상태에서 「P」(주차) 위치에 두고 엔진을 끄십시오. 스마트키 장착 차량은 「P」(주차) 위치에서만 시동버튼을 「OFF」상태로 전환할 수 있습니다. ② 주차 브레이크를 푸십시오. ③ 브레이크를 밟고 자동변속기를 「N」(중립)위치로 두십시오. 「P」(주차)는 변속기가 잠기는 위치로, 차를 쉽게 움직일 수 없는 위치입니다.  * 자세한 내용은 취급설명서를 참조하시기 바랍니다."
K-Q173,기아,차종별로 구동방식은 어떻게 적용되나요?,"① 전륜 구동방식 · 승용 : 더 뉴 모닝, 더 뉴 프라이드, 더 뉴 K3(쿱), K5, 올 뉴 K7 · RV : 레이, 쏘울(EV), 카렌스, 스포티지, 쏘렌토, 카니발, 니로, 스토닉  ② 후륜 구동방식 · 승용 : 더 뉴 K9, 스팅어 ·  RV : 더 뉴 모하비 · 상용 : 봉고Ⅲ 트럭  ③ 4륜 구동방식 · 스포티지, 쏘렌토, 더 뉴 모하비 * 4륜 선택 차종에 한함"
K-Q174,기아,PBV란 무엇인가요?,"PBV (Platform Beyond Vehicle) 는 '차량 그 이상의 플랫폼' 이라는 의미 그대로, 고객의 니즈를 기반으로 새로운 비즈니스와 라이프스타일을 제안함과 동시에 혁신성을 기반으로 최적의 모빌리티 경험을 제공하는 기아의 신규 비즈니스 모델입니다. 기아가 기존에 보유하고 있는 상품 및 제조역량에 소프트웨어와 미래기술을 접목함으로써 고객에게 가장 적합한 차량과 경험을 선사할 수 있으며, 고객사, 컨버전 파트너 및 소프트웨어 제공업체 등 다양한 이해관계자가 참여함으로써 전통 자동차 제조업의 가치와 역량을 뛰어넘는 맞춤형 생태계를 구축하고 있습니다. PBV는 기존 비즈니스에서의 고객 불편과 환경에 유해한 차량 개조 프로세스 문제를 해결할 수 있으며, 전동화 전환을 주도하고 고객 비즈니스 생태계 전반을 바꾸고자 하는 기아의 방향성을 함축하고 있습니다."
K-Q175,기아,신차 길들이기 어떻게 해야합니까?,"최초 1,000km 전까지의 주행은 차량의 수명과 성능을 좌우하므로 이 기간 동안은 과속, 급가속, 급제동 등을 가급적 자제해주십시오. · 엔진 회전수를 4,000rpm 이내로 주행하십시오. · 속도에 알맞게 변속하십시오. · 장시간 엔진 공회전시키지 마십시오.  연비, 엔진 성능 및 엔진 오일 소모량은 길들이기 상태에 따라 달라질 수 있고 약 6,000km 주행 후 안정됩니다."
K-Q176,기아,기아에서 실시하는 이벤트가 있나요?,"기아에서 실시하는 이벤트는 홈페이지에서 확인 또는 참여하실 수 있습니다. 참고로 이벤트는 매월 시장, 계절 또는 월별 특성에 맞추어 계획/운영되기 때문에매월 이벤트 내용이 변경될 수 있습니다. 진행 중인 이벤트 바로가기 >"
K-Q177,기아,PBV의 생산은 어떻게 이루어지나요?,"다양한 PBV 기본 모델과 컨버전 모델을 제공하기 위해 유연한 생산체계가 준비되고 있습니다. Autoland 화성에 구축 중인 PBV 전용공장 (화성 EVO Plant) 은 컨베이어 생산라인과 셀 유연 생산라인을 결합하여 다품종 생산에 최적화된 체계를 구축하고 있습니다. 이와 함께 공장 인근에 구축 예정인 PBV 컨버전 센터는 여러 파트너들과 유기적 협업을 통해 PBV 컨버전 모델을 효율적으로 개발하고 품질을 확보하고자 하며, 또한 글로벌 컨버전 파트너들과의 협력 관계 또한 지속적으로 강화할 예정입니다."
K-Q178,기아,리모컨 키가 작동하지 않습니다,"리모컨 키는 약 10m 이내의 거리에서 도어를 잠금 및 잠금해제 할 수 있습니다. 단, 리모컨은 다음과 같은 경우에는 작동하지 않습니다. · 시동키가 꽂혀 있을경우- 작동 가능거리 (약 10m)이상의 거리에서 작동할 경우 · 리모컨의 배터리가 약한 경우 · 다른 차나 물건에 가려 전파 방해를 받은 경우 · 날씨가 매우 추운 경우  * 리모컨에 문제가 있을 때는 키를 사용하여 도어를 개폐하고오토큐에 점검 의뢰하여 주십시오"
K-Q179,기아,차종별 판매조건은 어떻게 되나요?,"이달의 판매조건은 기아 홈페이지 > 구매 > 이 달의 구매 혜택에서 확인 가능합니다. 또한, 판매조건은 시장 및 재고 상황을 고려하고, 계절 또는 월별 특성에 맞추어 계획/운영되기 때문에매월 조건이 변경될 수 있습니다.  기아는 전국 어디서나 동일한 가격과 조건으로 판매되고 있으며, 자세한 내용은지점/대리점에 문의하여 주시기 바랍니다. 이 달의 구매 혜택 바로가기 >"
